symbol,mint,score,devSol,source,window_s,decision_s,reaction_s,hold_s,inTime,upside_pct,time_to_peak_s,dd_after_peak,tracked_s,f_devSol,f_priorGrads,f_priorCount,f_isMayhem,f_liq,f_liqSol,f_fdv,f_ageMin,f_vol5m,f_volH1,f_buyRatio5m,f_buyRatioH1,f_pcH1,f_volLiq,f_hasSocials,f_hasWebsite,f_nPairs,f_boosts,f_passedFilter,move_window_pct,slip_to_buy_pct,after_buy_pct,pnlPct,peakPnlPct,exitReason,price_eligible,price_sustained,price_queued,price_bought,price_fading,price_sold,price_collapsed,t_eligible,t_sustained,t_queued,t_bought,t_fading,t_collapsed,t_sold
"Squelcher","HYcJXLSCkUJ5q2kbLxWSDTLa19r1n1PFn7GbN6Kzpump","63","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002087","","","","","","","2026-07-17T07:59:21.595Z","","","","","",""
"UPDOG","F4FPbCQdhD3VQBaH76skYMWNCquHkBMrRZwZwJAEpump","57","1.97530864","","24.219","","","","","","","","","1.97530864","0","0","0","0","0","4527.88","4","10642.68","10642.68","0.607","0.607","90.89","","0","0","1","0","1","-50.98299094322951","","","","","","0.00000463","0.000004527","","","0.000002219","","","2026-07-17T07:59:27.605Z","2026-07-17T08:02:13.975Z","","","2026-07-17T08:02:38.194Z","",""
"BULLISH","8tAGUjjBbeR1d2rfBHyyrVwHdnpbRymjnYNPTPcqpump","77","7.871604937","","","","","","","187.1","644","-66.9","904","7.871604937","0","0","0","0","0","3751.91","3","1162.86","1162.86","0.804","0.804","12.76","","0","0","1","0","0","","","","","","","0.000003488","0.000003751","","","","","","2026-07-17T07:59:36.081Z","2026-07-17T08:00:37.979Z","","","","",""
"MESSI","BAE9vQ437rkvnV5A1Z7Lz6chZj6aWnVHc1XGprZQpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.001e-7","","","","","","2026-07-17T07:59:51.228Z",""
"REX","22x77qaoR9GYZAHWoTkPidKDCtF3rugnKXNVEHnKpump","57","1.975","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002124","","","","","","","2026-07-17T07:59:51.641Z","","","","","",""
"50","7VQbp6ywtaWuRjD5PNRoEbBzndkvuXHB98dP7fZwpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.021e-7","","","","","","2026-07-17T08:00:02.792Z",""
"KML","2Fc9eBMKYTw5NcLNK3yZTgwBhVhMQcHYC3N1MJtGpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.094e-7","","","","","","2026-07-17T08:00:08.904Z",""
"HLD","4ruWXbXpkMEDwR2yMRGTtPLCWvcLjmFSPeaSaCZqpump","70","0.400000001","","","","","","","0","0","0","904","0.400000001","0","0","1","0","0","5548.98","3","306.58","306.58","0.576","0.576","159","","0","0","1","0","0","","","","","","","0.000005548","0.000005548","","","","","","2026-07-17T08:00:20.879Z","2026-07-17T08:01:38.060Z","","","","",""
"Ousado","AtnZvSoQd5b37jLu1EvtynwUtVupj3VXDrL9XbBspump","58","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002625","","","","","","","2026-07-17T08:00:26.876Z","","","","","",""
"Squelcher","AK8DGFB1FhdD8uRzx1cgdy2z7phk3ytFYC6QsSgbpump","71","5","","","","","","","0","0","-1.8","906","5","0","0","0","0","0","2125.35","3","789.41","789.41","0.6","0.6","-25.17","","0","0","1","0","0","","","","","","","0.000002125","0.000002125","","","","","","2026-07-17T08:00:33.221Z","2026-07-17T08:01:55.976Z","","","","",""
"NDA","qyJVDofvgbqJMPrWKCj4ckkqBs6G3AyPvgeqYDKpump","87","18.765432097","","53.929","","","","","9.4","130","-71","910","18.765432097","0","0","0","0","0","6668.08","3","2291.54","2291.54","0.667","0.667","20.94","","0","0","1","0","0","-7.22855428914218","","","","","","0.000006186","0.000006668","","","0.000006186","","","2026-07-17T08:00:33.632Z","2026-07-17T08:02:02.044Z","","","2026-07-17T08:02:55.973Z","",""
"BUYmayhem","2W2gMxWbYzyS4TLxj2AwXKJYGtW8q5LgaB3pDwJdpump","65","0.060000001","","","","","","","0.1","204","-82.2","244","0.060000001","0","0","1","0","0","3973.1","3","5247.96","5247.96","0.572","0.572","89.65","","0","0","1","0","0","","","","","","","0.000002548","0.000003973","","","","","","2026-07-17T08:00:38.783Z","2026-07-17T08:02:07.976Z","","","","",""
"ワニサ","Eyh4Cb6w3QGsRN1trKyVEJS51CYxuTnHGj4mndGtpump","71","5","","","","","","","148","242","-87.9","902","5","0","0","0","0","0","10138.2","3","24252.72","24252.72","0.588","0.588","257","","0","0","1","0","1","","","","","","","0.000006095","0.00001013","","","","","","2026-07-17T08:00:56.895Z","2026-07-17T08:02:19.983Z","","","","",""
"50","2H7efP75WF723v9nBogLMieNLe8Qd4Eydhb7atmSpump","67","0.400000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001467","","","","","","6.195e-7","2026-07-17T08:01:08.809Z","","","","","2026-07-17T08:02:08.201Z",""
"wCOIN","7jhQiwoxcYqrWLJEEuxqLEnQMZfiiCqgZR5cDWxDpump","63","3","","","","","","","0","0","0","904","3","0","0","0","0","0","2086.3","3","2469.94","2469.94","0.558","0.558","-17.36","","0","0","1","0","0","","","","","","","0.000002086","0.000002086","","","","","","2026-07-17T08:01:14.863Z","2026-07-17T08:02:38.200Z","","","","",""
"PHOENIX","8Rm3CrBzrFXCuqb7p8g3Yau6sNYPkUL1PcBjZfDLpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002093","","","","","","2026-07-17T08:01:26.829Z",""
"KML","EDhBJZZzhAWBwg2yWQtfrd758hBuc2uNJYqs8aR4pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.895e-7","","","","","","2026-07-17T08:01:44.849Z",""
"AHEGAO","F6yowDcX7bwMrL5qgHHJk6GFQpyMLzW4qUXT72nrpump","64","0.246913579","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002343","","","","","","4.103e-7","2026-07-17T08:01:57.288Z","","","","","2026-07-17T08:02:56.188Z",""
"PHOENIX","3Yn5Ci7eDH3o1dQqdf73CHSzs9j1Gy9SrvHDWukxpump","67","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002183","","","","","","","2026-07-17T08:01:57.616Z","","","","","",""
"HLD","DgLhbr5jbgMKRKFZTfYDK1Ri6YqJAmJKkdQLCKdYpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.288e-7","","","","","","2026-07-17T08:02:08.793Z",""
"KML","D3W3VecvpsjfewjWuuLfksoL8qickRu6HsyhQmyNpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.791e-7","","","","","","2026-07-17T08:02:26.829Z",""
"RBK","EmBvff3nTHPy16NmNZFmvzagUzMUJyVejyeNvLkjpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.902e-7","","","","","","2026-07-17T08:02:38.852Z",""
"BODYBAGS","AtasQEJzbXvon6QGA1gvTMrs2C1iNbP267jMXg5Upump","60","2.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002126","","","","","","","2026-07-17T08:02:51.867Z","","","","","",""
"YEE","4VYrs8xppbV1jpapaqGbeg9LMt4n772RXApwPowVpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.53e-7","","","","","","2026-07-17T08:02:52.251Z",""
"Dobby","6yJRNrUdktEofJfZRZg5g5aFxavPJvosaVB9HKK6pump","57","1.97530864","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002148","","","","","","","2026-07-17T08:02:52.673Z","","","","","",""
"SPODCAT","D8C4cpSYo4vECVV4an6pSk9FA7TY4Dhi8FKz1VqUpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.532e-7","","","","","","2026-07-17T08:03:02.814Z",""
"BUYmayhem","Gr5M3zHXG5vK9x9ELUhyja2u8XPvfTkwopoayFJTpump","61","0.060000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001593","","","","","","","2026-07-17T08:03:33.230Z","","","","","",""
"BELEGEND","39iUnRMRevCdsAVLXyiADgazYCWCAHRnL8CMgz4npump","64","0.523456789","","","","","","","0","0","0","910","0.523456789","0","3","1","0","0","5811.58","3","245.59","245.59","0.818","0.818","169","","0","0","1","0","0","","","","","","","0.0000058","0.000005811","","","","","","2026-07-17T08:03:33.599Z","2026-07-17T08:04:31.983Z","","","","",""
"VIB","8daXTgP2C6kK6goXujNzdcw1DAmJTheAmGiGXdrEpump","58","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002185","","","","","","","2026-07-17T08:03:57.630Z","","","","","",""
"BLDR$","3c5oDScqAKAh6bbarVrMEqtpGvuhBfXiuZdbHsa6pump","65","0.060000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001879","","","","","","","2026-07-17T08:03:58.026Z","","","","","",""
"REM","37rRXQ7MYMEHR6K6WoLSrdLjMnxb7FiWTydTKL9Ypump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.256e-7","","","","","","2026-07-17T08:03:58.500Z",""
"sol","4i5VvBxc9qpMagokbuiUSB5ZaTqBh8TdDnEtZUp3pump","65","0.069135801","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001636","","","","","","","2026-07-17T08:04:09.007Z","","","","","",""
"BOML","GLNWFYS3RzRLagJS5gxosJRUN8u8XRmP3K5UEVLhpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.467e-7","","","","","","2026-07-17T08:04:14.803Z",""
"ARGENTINA","6Z79jRvtd2ttmBi33bGJvkkP9SRrr3qjmKqr1iKcpump","69","0.600000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002817","","","","","","","2026-07-17T08:04:20.843Z","","","","","",""
"RBK","2mKzJh8xnyE9zE9Di7sTMeqCqj8bcqs5NYDXE1kvpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.017e-7","","","","","","2026-07-17T08:04:32.824Z",""
"ARGENTINA","J8eD2GMZtUhURYgx2fJZ9zhEgYR3hJc9hnBeaxjspump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.138e-7","","","","","","2026-07-17T08:04:38.809Z",""
"BUYmayhem","9NeJnGuKuVBYqTXTD9a592GYFgx8daPfMzWdXy1bpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.396e-7","","","","","","2026-07-17T08:04:50.853Z",""
"REM","Dv5LH7RXGMuoru5ztP5Y4Y8ZFqNjrLKgVKwKqsH7pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.47e-7","","","","","","2026-07-17T08:04:57.226Z",""
"BULLDOG","Ap3YYh8B8JH5ToucHJybeJTtthhbq9GizoeMKr1zpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7e-7","","","","","","2026-07-17T08:04:57.615Z",""
"AI","8o8y3H4KrvCxgx7Huh1QKHFeFLN3t2Mz5yChQ5qTpump","71","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002085","","","","","","","2026-07-17T08:05:03.612Z","","","","","",""
"AI","5KVnJsPxWpUBhmuj7JMkMJk3fcpqC89PGwbSSCiZpump","71","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000252","","","","","","","2026-07-17T08:05:04.058Z","","","","","",""
"ワニーサ","Am9VFwuuSJTFFggHoGCymdV46uVz9xbVsHGQ9ruEpump","57","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002353","","","","","","","2026-07-17T08:05:04.404Z","","","","","",""
"BUYmayhem","Bk9tQPk7WqLS66eeKgLzkGHpb8Yo8YtzSmZjZZbipump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.755e-7","","","","","","2026-07-17T08:05:15.216Z",""
"HLD","J9PnEXnB7ZQg6C3YgowXbjrS26VbpgGwgs9b53JUpump","61","0.200000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000005523","","","","","","","2026-07-17T08:05:15.641Z","","","","","",""
"SSB","29v18QpDdbDfDWRqbytY85Lw8TK5uQTi3DbEF2Ywpump","75","6.913580245","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000007876","","","","","","","2026-07-17T08:05:27.195Z","","","","","",""
"GA","4n79ZayvKohsZnz7yJJ44fRFFeQ12AtQ8RyTUrXKpump","65","0.060000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000162","","","","","","5.516e-7","2026-07-17T08:05:27.606Z","","","","","2026-07-17T08:06:08.180Z",""
"ARGENTINA","FwCvqifios8nBtFwTnqD3BkkuK7rh47rihQqWRE8pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.951e-8","","","","","","2026-07-17T08:05:32.881Z",""
"Chiikawa","Dox766YSzPKspjH7GhXHHYEAvszpJZWAAHQWC1Gvpump","57","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002188","","","","","","","2026-07-17T08:05:45.203Z","","","","","",""
"ワニーサ","HZcpBWHED47wV5czn5PD2RphkVQvnmh6vZYSnVBDpump","63","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002184","","","","","","","2026-07-17T08:05:45.630Z","","","","","",""
"HLD","5Paxwr2vet12pgr8ZPZA6e9cmQXAcComWJPSyoXppump","61","0.300000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002312","","","","","","","2026-07-17T08:05:50.827Z","","","","","",""
"Quasi","EawHPVmNi5xfXQDTmdGXZDHF7BGqY5Zj4YkvGR98pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MSI","8fEcuAizyhaLAcY8bSHMCcd9t7fNNKAN4bAuiRRppump","58","0.217283949","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001715","","","","","","","2026-07-17T08:05:56.858Z","","","","","",""
"Wanisa","866AaEy8kbWK8F9qK4VmqJebGdhzSDBx5PqhS2Gmpump","57","1.97530864","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002087","","","","","","","2026-07-17T08:06:02.779Z","","","","","",""
"HLD","FQeC76Sq5sn3S4M1iZ7WdGeSQMZbTGRs9AgUZeQ6pump","58","0.200000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002509","","","","","","","2026-07-17T08:06:14.857Z","","","","","",""
"CEO","FcsQckNaaheLUx9M6Ad8yzg5mi5tNqQoZx1Pdkoxpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.556e-7","","","","","","2026-07-17T08:09:14.886Z",""
"Nutflix","EtJbFrzawy5bpzeHjq4LeZTiGxacVz4Y9ywRVHjHB5Yy","63","3.950617282","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003327","","","","","","","2026-07-17T08:09:45.223Z","","","","","",""
"WC26","PArWFUAvaCqrS8gEVBJPTMri34zYrmSd5jpZ1Pppump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.227e-7","","","","","","2026-07-17T08:09:45.820Z",""
"CEO","H1JCPwQpv7CiFqV3LVSV8PbpNV8rVRU3qd5HSru5pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.589e-7","","","","","","2026-07-17T08:09:56.822Z",""
"at","DGHDPLdpCgu4QZDS7iEwJNgUygHSL95QgmVe7C3Vpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.344e-7","","","","","","2026-07-17T08:10:15.296Z",""
"LALIGA","8ecvdgUSXLBc5D9sYHcBy4Dc3DWS2EZcYaYjJNKopump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.41e-7","","","","","","2026-07-17T08:10:20.812Z",""
"Nutflix","8MraihgjCxLw27w7rDuBdnoPUY7Y2pSd6pvr86z2pump","57","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002084","","","","","","","2026-07-17T08:10:38.827Z","","","","","",""
"LIFE","77BwB58fKHMwZGTQV11h8SjQnqkGXzixB8ix18TNpump","56","2.962962961","","47.987","","","","","","","","","2.962962961","0","2","0","0","0","8185.36","3","12980.31","12980.31","0.629","0.629","225","","0","0","1","0","1","-70.32376298106293","","","","","","0.000007215","0.000008185","","","0.000002429","","0.000003018","2026-07-17T08:10:51.215Z","2026-07-17T08:12:02.216Z","","","2026-07-17T08:12:50.203Z","2026-07-17T08:14:50.187Z",""
"WC26","FYk5dkEHN1S55ULxcACguE1MhZFVybwYVHtxTLhJpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.436e-7","","","","","","2026-07-17T08:10:51.632Z",""
"WC26","5hXA6UGLcwSaWyH1jX7D4oeeWiW8whsazHn7q5e5pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.47e-7","","","","","","2026-07-17T08:11:08.861Z",""
"SPODCAT","AGFpDkSfUN1jXfL6jnkXmH82VFZ3YYmcktbXWd43pump","78","1.777777776","","12.006","","","","","0","0","-40.8","908","1.777777776","0","1","1","0","0","2699.15","3","152.92","152.92","1","1","15.3","","0","0","1","0","0","-40.75583549462763","","","","","","0.000001599","0.000002699","","","0.000001599","","","2026-07-17T08:11:25.984Z","2026-07-17T08:11:13.979Z","","","2026-07-17T08:11:25.985Z","",""
"LIFE","HzzSMqE5McztjYyHaAbsZEByHuyBUm38oaa2UonBpump","63","3","","42.212","","","","","0.1","8","-21.2","908","3","0","0","0","0","0","2641.67","3","783.42","783.42","0.667","0.667","4.69","","0","0","1","0","0","-21.090496024233257","","","","","","0.000002641","0.000002641","","","0.000002084","","","2026-07-17T08:11:14.822Z","2026-07-17T08:12:13.980Z","","","2026-07-17T08:12:56.192Z","",""
"BigBull","5M6cS2vV2NiMGCv3oKYgaDZnXzRXf26JoeU72Cqzpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.529e-7","","","","","","2026-07-17T08:11:20.813Z",""
"at","3mLmLCe4JBS1bv7KuGXfASeRvhVwDHRzFPhhu23epump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.935e-7","","","","","","2026-07-17T08:11:38.796Z",""
"REM","8PBCxaTGuf37p6FfpYRmS26UmDAVrdoEMV9FPJ8opump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.593e-7","","","","","","2026-07-17T08:11:44.818Z",""
"TINY","i3bxUYR2AUvpJMEknEcuKevHpztBeff2iR7qPcMpump","57","0.100000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003085","","","","","","4.831e-7","2026-07-17T08:12:02.801Z","","","","","2026-07-17T08:12:38.215Z",""
"PUMP","8BxThNjDePKjhms4c5zP5UdkstzxZggRtkn796G2pump","63","3.117283951","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000006753","","","","","","","2026-07-17T08:12:09.663Z","","","","","",""
"REM","6CZfghtkkLitBZaoY1D3jo27X1kMFYYBCjp5iT15pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.393e-7","","","","","","2026-07-17T08:12:10.070Z",""
"EMOji","2hTD1WEymrB36rFuGTKS5fTVSbWiaxcBt7iSTCuspump","63","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002084","","","","","","","2026-07-17T08:12:10.480Z","","","","","",""
"GODZILLA","7iBGMvnSFiL4kKQ1Gek3H1P2fdUwstcEtvyeVummpump","67","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002123","","","","","","","2026-07-17T08:12:15.236Z","","","","","",""
"sol","6H23TiocnPBM5GkQ2vSczZFvaBygFf3ficfAQqnHpump","61","0.079012344","","89.997","","","","","0","0","-88.6","90","0.079012344","0","1","1","0","0","6385.6","3","3311.84","3311.84","0.563","0.563","205","","0","0","1","0","0","-88.61707126076742","","","","","","0.000005486","0.000006385","","","7.268e-7","","7.268e-7","2026-07-17T08:12:15.664Z","2026-07-17T08:13:32.250Z","","","2026-07-17T08:15:02.247Z","2026-07-17T08:15:02.246Z",""
"LIFE","G8qkp4gGBzsyxgjLfnpqrNYtWoCwQvDh382Kizt3pump","63","3","","","","","","","0","0","0","901","3","0","0","0","0","0","2098.23","3","2865.91","2865.91","0.554","0.554","-16.79","","0","0","1","0","0","","","","","","","0.000002098","0.000002098","","","","","","2026-07-17T08:12:27.265Z","2026-07-17T08:13:51.211Z","","","","",""
"at","C4VSoG6ygsnLoSNYFnDbSTmabbpKy9gYEWikf25Rpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.829e-7","","","","","","2026-07-17T08:12:27.655Z",""
"BigBull","FbYmAQZjrPhcDquUtBBPLaTUguf6JgsqSZUxo3Agpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.372e-7","","","","","","2026-07-17T08:12:38.835Z",""
"DN","8d8U8wxXKYGRdsPmQS7nv6mESvvUQsTfLtXPC2M8pump","63","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002109","","","","","","","2026-07-17T08:12:44.827Z","","","","","",""
"BC","59uUNHQWDabzTsRhVo2Fxh1EypKX8CpH8pVkPY6Jpump","58","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002254","","","","","","","2026-07-17T08:12:50.820Z","","","","","",""
"SHRUCK","Bg59szqqh4ANdAEuYaJR7a6PWrT8HUofwacV1t8Wpump","67","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000007341","","","","","","","2026-07-17T08:13:03.664Z","","","","","",""
"HLD","FNExg4Ue42rmQQPBM3yME4RyWzvv3BGXH1qu5NxApump","56","0.250000001","","204.251","","","","","","","","","0.250000001","0","6","1","0","0","5028.99","3","94.73","94.73","0.778","0.778","137","","0","0","1","0","0","0.13922036595067827","","","","","","0.000005028","0.000005028","","","0.000005035","","","2026-07-17T08:13:04.076Z","2026-07-17T08:14:19.977Z","","","2026-07-17T08:17:44.228Z","",""
"BigBull","3VQcMHk8mHzaxVf2VCVCvZuchkb7bDbNugZLCRvPpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.989e-7","","","","","","2026-07-17T08:13:04.471Z",""
"Wifout","7NBfwfvt8iomw2w789jGC1H6Be3gfVXLQddXoE7Apump","58","2.18148148","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002085","","","","","","","2026-07-17T08:13:33.694Z","","","","","",""
"PFC","4BgKw1YM7tBH4Ppr2uQnwCBGHGtRVU7qczPuGbSYpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.383e-7","","","","","","2026-07-17T08:13:34.157Z",""
"1000","F3R4zq3XjRGkYaXhhLJHFw55Tdb4ZKCwmMjZoKFjpump","59","0.600000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001617","","","","","","","2026-07-17T08:13:34.502Z","","","","","",""
