symbol,mint,score,devSol,source,window_s,decision_s,reaction_s,hold_s,inTime,upside_pct,time_to_peak_s,dd_after_peak,tracked_s,f_devSol,f_priorGrads,f_priorCount,f_isMayhem,f_liq,f_fdv,f_ageMin,f_vol5m,f_volH1,f_buyRatio5m,f_buyRatioH1,f_pcH1,f_volLiq,f_hasSocials,f_hasWebsite,f_nPairs,f_boosts,move_window_pct,slip_to_buy_pct,after_buy_pct,pnlPct,peakPnlPct,exitReason,price_eligible,price_sustained,price_queued,price_bought,price_fading,price_sold,price_collapsed,t_eligible,t_sustained,t_queued,t_bought,t_fading,t_collapsed,t_sold
"nub","Q3L71phmX3Crje1JPydohUe8kAWuAD47sXVnQMdpump","83","2.142857143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001826","","","","","","","2026-07-12T01:20:20.901Z","","","","","",""
"ASSHOLE","FoGb6BySYFUm82PPcxBA6htNeBCGYh5g2eR9hrw6pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.541e-7","","","","","","2026-07-12T01:20:21.978Z",""
"swarms","27h2H4B6LzzSVEqYP2usZa36nvjZYfrtpfFfAiWhpump","83","2.142857143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002361","","","","","","","2026-07-12T01:20:22.967Z","","","","","",""
"Susnaldo","22qKkWiE7FJkZejQ2SkHGN3F1hA59aYeve5eoJt3pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.796e-7","","","","","","2026-07-12T01:20:23.907Z",""
"ZAUTH","yUxGr6W7knu816fDA8vmbfhRYtCBrzboTLa7cVWpump","83","2.142857143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000135","","","","","","3.592e-7","2026-07-12T01:21:20.897Z","","","","","2026-07-12T01:27:16.949Z",""
"NEAL","9GusQQWfdZVXq6ZtSq7rtA9j27STFWGUTfthA3kupump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.764e-7","","","","","","2026-07-12T01:21:21.877Z",""
"Pessi","8dy4PuEtT5fQGn4SkPy3wP4Nc5wSTiM8W3fgTbn9pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.165e-7","","","","","","2026-07-12T01:21:22.904Z",""
"TSMMyth","22qLe9r7LknbTV8tc5KkwCqHisTSBEhhGbWAPmtgpump","79","4.9375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000005957","","","","","","","2026-07-12T01:21:23.886Z","","","","","",""
"McGregor","HzrcospUBne9MfqJAVVmSGZgMLGr9z9FocCJBU4Ypump","65","4.500000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000006071","","","","","","","2026-07-12T01:22:20.902Z","","","","","",""
"Dance","FZLVtNTsj4xPuZFoPTbxnQk9DtEmDKRnx3sqZj6wpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.567e-7","","","","","","2026-07-12T01:22:21.895Z",""
"PENGU","4rvBrsh2GdY8PskrJuXZgkZtjUQGGxBxE3gqmarZpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000138","","","","","","2026-07-12T01:22:22.916Z",""
"DONE","4zpcpzou14RiT3VtAZeekYVcxikRxAUVunDk3656pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.727e-7","","","","","","2026-07-12T01:22:23.911Z",""
"JEWVICULAR","5VzqchQiCwyXo9bLNP2GMfenR6VBf2CcEdPUNyfHpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.321e-7","","","","","","2026-07-12T01:23:20.929Z",""
"Scamcoin","CdNdNFR2SB5TxGToNtZxoyioL4BJYiJBJqqKgXJepump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.324e-7","","","","","","2026-07-12T01:23:21.915Z",""
"CASHMESSI","ABNcacejzZS3DHBjipfn13JTpiWQvzeTQbiKVNnApump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.087e-7","","","","","","2026-07-12T01:23:22.913Z",""
"SadDog","22qLq4mSdgdgLA4MVxUi8aNuKAMXNBhJBHb7Z2tipump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.452e-7","","","","","","2026-07-12T01:23:23.910Z",""
"GMBL","2aC4dUt3tqxbPtoS9Wcpj4ytd1fhsr4preRhwm42pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.13e-8","","","","","","2026-07-12T01:24:20.913Z",""
"RFC","FqqVk91HMA7zw8D287kDdEe7hbhXD9UqNZDL7VXVpump","70","4.938271603","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000887","","","","","","","2026-07-12T01:24:21.903Z","","","","","",""
"DONE","AEVeaJqvbXPjwwq6AKm2CgyFDtRQsC3QLzPTHRXZpump","65","0.060000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001972","","","","","","3.09e-7","2026-07-12T01:24:22.950Z","","","","","2026-07-12T01:30:16.941Z",""
"LMAX","FvNdx4iKdGtdFEbNtPSLmDZ7kMGJAhUCMTXHn4Ynpump","83","13.000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000004817","","","","","","","2026-07-12T01:24:23.893Z","","","","","",""
"BigRed","22qMs1jSjdjcMKZJepTccetCjQRXFpaxFwytL2TApump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.169e-8","","","","","","2026-07-12T01:25:20.891Z",""
"DATACAT","6gPki35RyGoGDhzpA21FcdTfbMLstFQGDVtsjZzBpump","61","2.567901234","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002358","","","","","","","2026-07-12T01:25:21.937Z","","","","","",""
"YnWoody","22qMMS7A5eN4DuRfRiQaiysFDSDGitvWYhi4nYQWpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.553e-7","","","","","","2026-07-12T01:25:22.892Z",""
"Cupsey","9hvAVTvyD7Ts3KPQoTTExMiaW5r2c8kKa3DXvULUpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001677","","","","","","2026-07-12T01:25:23.906Z",""
"ORCA","2z7XdyKT9XF7xGzWoTo7PLVVnFyTk2A6CagAB6yKpump","83","2.142857143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002815","","","","","","","2026-07-12T01:26:19.920Z","","","","","",""
"KINS","J5qGkzqQhF7fKor2PoqcqYRp38ax2gR4A4zcnYPXpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.892e-7","","","","","","2026-07-12T01:26:20.896Z",""
"SleepyMac","22qNs3PqscC92KekMzUK7PpKVTraypa8h2hyTiNBpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.389e-7","","","","","","2026-07-12T01:28:20.911Z",""
"three","61yPxQRuwR5hAUfdPYSZDtMiwaTrE9ivA7u4HLN7pump","86","3.041770305","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000008418","","","","","","","2026-07-12T01:28:21.917Z","","","","","",""
"Joby","5Pmzw8ftgH27BkgqvLg7cGe2vgpGRJYsrrFy4hCxpump","83","2.185675586","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002987","","","","","","","2026-07-12T01:28:22.924Z","","","","","",""
"KingGreen","22qNLgsFBX3gkbXtkZituFhj45zGfn5DHxdxpuHFpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.742e-8","","","","","","2026-07-12T01:28:23.929Z",""
"unc","FqSQi5nmMGuDZwtNfLxJbmiiSqbHvC2Yr1bwN9pFpump","83","2.343513993","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003379","","","","","","","2026-07-12T01:29:18.909Z","","","","","",""
"arc","GfmrYfM8rKw2UJYcqLEuPVdWLiv1mTPwAkVGp4vpump","85","2.911228543","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000229","","","","","","","2026-07-12T01:29:19.892Z","","","","","",""
"DONE ","AHWjFFXKqkSMp5idiCB6y8ngpRJ77HXdMXK1W6w5pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.681e-7","","","","","","2026-07-12T01:30:19.899Z",""
"retire","EfJmXeX1TmstwXxvcMHUS2KNVCHuWxa4HeAhxp8mpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.893e-7","","","","","","2026-07-12T01:30:20.889Z",""
"FAIRS","GzTwvSmgMo37MkrPDk1NtQgMpMZa6EHrtAYCynRdpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.136e-7","","","","","","2026-07-12T01:30:21.895Z",""
" ","9FBN8fm63q5yudmbPC7jriowpf49JJQDoFfFRn17pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.612e-7","","","","","","2026-07-12T01:31:19.895Z",""
"MEMED","F6WrwKqm2pPxkXq4ka1BhtzVCAzHJ4uqvZane5wopump","86","3.248586381","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002926","","","","","","","2026-07-12T01:31:20.911Z","","","","","",""
"WONDERWALL","22qPLK4nq8MA2oZhf9baBBwJKByUDfxxcPYk2eUFpump","78","4.9375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000005051","","","","","","","2026-07-12T01:31:21.916Z","","","","","",""
"ENSEMBULL","4zLCbDq5wR9JbayGoTsYzRBZz5GUfV7czq9zwYixpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.485e-7","","","","","","2026-07-12T01:32:20.969Z",""
"RHYM","AGsVx4wSaZNeznHu23sG2gh2CSk9s6bL8xJrpAP3pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.071e-8","","","","","","2026-07-12T01:32:22.888Z",""
"DATABULL","Hz6kgdfsBv5FGVKvBojfSQsdZAxgBApGCzLQa4KJpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.874e-7","","","","","","2026-07-12T01:32:24.119Z",""
"ConnorFlow","22qPwHft2KnCQbt5JXjbWPFWP66JxwFzR59WMNqwpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.942e-7","","","","","","2026-07-12T01:33:20.918Z",""
"Bull","GaBfDb85GvTP4p9SFUcsEpTM6GEKC5tWXFkGdcGYpump","65","0.070000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000008561","","","","","","2.108e-8","2026-07-12T01:33:21.903Z","","","","","2026-07-12T01:37:16.920Z",""
"PAYAI","6UP85dPvDXPBJYkbapWqiK1FtinM7TBep8BC6rB2pump","86","3.28566087","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003058","","","","","","","2026-07-12T01:33:22.901Z","","","","","",""
"MCGREGOR","4v8ystS7yb9ozTycp47ggwYLa1Y4Exqo8qjoF8ipump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.441e-7","","","","","","2026-07-12T01:33:24.127Z",""
"MCGREGOR","DvWWYF4NUaAPj5jNZ74FpxXUGiPfKRUoeZtLPDpLpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.15e-7","","","","","","2026-07-12T01:34:20.887Z",""
"JUP","BPNn8Jb1kNr3RNHt2b6zNstAK9LvnU1QGR3tnLdLpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.06e-7","","","","","","2026-07-12T01:34:21.893Z",""
"MeiMei","5e14PkVg3XnkRCZCMxAeDoLc6q6z2vWbTFNduanSpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.119e-7","","","","","","2026-07-12T01:34:22.907Z",""
"FIFA","AvgnVje98dSshhLPHnAAD11rtVr1QwWiYhGCW2Wopump","69","4.444444443","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000004352","","","","","","","2026-07-12T01:34:24.145Z","","","","","",""
" ","E8tAB7QDCcjo1mcm7XphbF682AWrWZUzPSoh9NNEpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.773e-7","","","","","","2026-07-12T01:35:20.897Z",""
"memedog","4umguYS587HSqe35Wk8awYfgj69sVvXh5gPhqap3pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.213e-7","","","","","","2026-07-12T01:35:21.910Z",""
"MESSI","BKVVJsqzHTHuPdZu3USo3hGdCUY7jmamUNWhY1cNpump","78","0.059259258","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000004184","","","","","","","2026-07-12T01:35:22.911Z","","","","","",""
"CLAW","2ktVUjwnq8CLCfDSScdytS8v8AV9djAtMv4JgyJPpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.509e-8","","","","","","2026-07-12T01:35:23.892Z",""
"VINE","F6gJMPXRsjWqpJmMP6hZuDNWaY2WGi79HNUdjis8pump","84","2.418985855","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000007664","","","","","","","2026-07-12T01:36:19.894Z","","","","","",""
"DWANAWITE","D1uZsroSDEydup1SrUaNgaJU59bg1UbqnSKtureqpump","80","16.790123455","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003359","","","","","","0.000002407","2026-07-12T01:36:20.877Z","","","","","2026-07-12T01:39:17.031Z",""
"MCGREGOR","BirDMzQj5a9KPvHmGjkfM8UUT3yU5TmQjQMC1ubjpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.624e-7","","","","","","2026-07-12T01:36:21.892Z",""
"KINS","6t87tsm3Ri8XaaAMsM3xbshe3rYnwirSLgsEbEVGpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.737e-7","","","","","","2026-07-12T01:37:18.869Z",""
"MTO ","3mcUcxe1PxFW1zCwAXuozsx3FcUqG8McredzJuqjpump","73","1.97530864","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00001619","","","","","","","2026-07-12T01:37:19.904Z","","","","","",""
"SWISS","FhGNYJdCfkibMZHrYjLAF7GmnkVbWrGrUNLy1PhTpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.42e-8","","","","","","2026-07-12T01:38:18.930Z",""
"NORMIE","9js7wQ5aTsjt7yr3uyfGq5tXaervyD3LP5WnUDwGpump","86","3.312124614","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000004456","","","","","","","2026-07-12T01:38:19.912Z","","","","","",""
"TRENCHER","Hwsp312GVMQxfyszr7VjpeNTtvQXqfvz8mCfh4vFpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.976e-7","","","","","","2026-07-12T01:39:18.898Z",""
"XANDER","7C5o2sDdfgsyUMjeXYCmqvLm5qDxviaQEHYvRbHSpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.152e-7","","","","","","2026-07-12T01:39:19.897Z",""
"XANDER","7A18G7x6TSnk6kTkrL8ETH31hnrLRVzmFR3AbJHkpump","81","2.469135801","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003677","","","","","","","2026-07-12T01:40:20.897Z","","","","","",""
"SIGMA","uCVsUG6zwiwdpsCnEFoXJs9bR15YvEgc4RRS3hLpump","83","2.289300653","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000004265","","","","","","","2026-07-12T01:40:21.907Z","","","","","",""
"CATANA","9htDwEXjMFjy6XomvnQgNbaxc7zomWwxFGYAdi7mpump","70","0.059259258","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002087","","","","","","","2026-07-12T01:40:22.888Z","","","","","",""
"CARDS","GN6gK9L7ENE45myHXgoNEzXTFHQzGgTS9wJHFD4xpump","83","2.293390476","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001542","","","","","","","2026-07-12T01:40:23.888Z","","","","","",""
"ConnorMac","22qTH1SsmqaxUTS1hdqtkM7RaUscYnK4csgxEzADpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.841e-7","","","","","","2026-07-12T01:41:20.890Z",""
"OCHOA","99DQ1F4rTN3XGo7t9wyM4KXUo1oUJUGvWGXroW9qpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.69e-7","","","","","","2026-07-12T01:41:21.990Z",""
"TripleT","ASoyyBdCEP4KNNasagAZP8dP5CVST5pjfsEEGa8Tpump","86","3.008710999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002713","","","","","","","2026-07-12T01:41:22.879Z","","","","","",""
"XANDER","DGsGevvM2EXE4kivxHPebEbjgnmmbooATjBK69s3pump","81","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000007373","","","","","","","2026-07-12T01:41:24.060Z","","","","","",""
"401jk","AjUspAQZZQfSc5cFoS1T5ttTtQZQEaw9x3vv3xvkpump","83","2.293772864","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003891","","","","","","","2026-07-12T01:42:18.879Z","","","","","",""
"FAIRS","As6G7TsLyKfCSSkjuS3TZQG4fxCNE7jP7BwTaE62pump","70","0.059259258","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003431","","","","","","","2026-07-12T01:42:19.901Z","","","","","",""
"Joby","FBj4j36iPzeEzZytwHwD8bXbbn8N2NTJ1iia27Xopump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001739","","","","","","2026-07-12T01:43:20.916Z",""
"MININARU","5ipDbUNvWVkn6PoZxwGGNxQsCQwynudZ2gTheNxupump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.238e-7","","","","","","2026-07-12T01:43:21.903Z",""
