symbol,mint,score,devSol,source,window_s,decision_s,reaction_s,hold_s,inTime,upside_pct,time_to_peak_s,dd_after_peak,tracked_s,f_devSol,f_priorGrads,f_priorCount,f_isMayhem,f_liq,f_fdv,f_ageMin,f_vol5m,f_volH1,f_buyRatio5m,f_buyRatioH1,f_pcH1,f_volLiq,f_hasSocials,f_hasWebsite,f_nPairs,f_boosts,move_window_pct,slip_to_buy_pct,after_buy_pct,pnlPct,peakPnlPct,exitReason,price_eligible,price_sustained,price_queued,price_bought,price_fading,price_sold,price_collapsed,t_eligible,t_sustained,t_queued,t_bought,t_fading,t_collapsed,t_sold
"AYE","EkrktcKehUdghCy9xnwkaj1JTxZDxvNs4TPM7vXzpump","63","1.481481479","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001605","","","","","","","2026-07-11T20:30:22.067Z","","","","","",""
"GARAGE","WPJKuudvorzfmHZCPDmbCinsgJRK97Qc7p4CBdmpump","61","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002288","","","","","","","2026-07-11T20:30:23.033Z","","","","","",""
"GER","9RnvBv8FEJM34hEdAGTucbYo73dgKZpg9NtGvuzbpump","70","2.4691358","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001752","","","","","","","2026-07-11T20:30:24.009Z","","","","","",""
"Sock","4WxZs58P1mwWJKUFQbLyzmZRVB9j1FjR2TzzvZo7pump","63","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002289","","","","","","","2026-07-11T20:31:21.046Z","","","","","",""
"1000X","EjQ47MAZ7FtF3ExAfHQCuzh8mKaDNnhcyhpwfxF9pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.205e-7","","","","","","2026-07-11T20:31:22.027Z",""
"JESSE","DLoUZeALjydL1PWwZ2z8aHakfshqCYurccgjZfG6pump","80","0.98765432","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002874","","","","","","","2026-07-11T20:31:23.158Z","","","","","",""
"ANSUM","CbSsjBV7zUhv5Nd3c7inetB5QN1oPBEeqPbSbKiUpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.97e-7","","","","","","2026-07-11T20:31:24.032Z",""
"STACY","Qv4ncZgZ9zgRCSDYfGFQvvj5obcjG6pFWaLbJ6Kpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.629e-7","","","","","","2026-07-11T20:32:21.041Z",""
"STACE","7H6BwLhYnBkmLU1Ej5ymbPam5g3VLqV2bh1gpGLepump","66","1.97530864","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002445","","","","","","","2026-07-11T20:32:22.027Z","","","","","",""
"HOWMUCH","AskPXmg6qaiT7L7U7i5sD949xeMqJzyvCWEMF3rPpump","63","0.098765431","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001962","","","","","","","2026-07-11T20:32:23.033Z","","","","","",""
"JESSE","AQkqJ37wNtRU49ULrKNsXAbu3R5oqMm9MiZkhDrQpump","94","8.888888887","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003796","","","","","","","2026-07-11T20:32:24.035Z","","","","","",""
"TRUMP","7GYgtfiALZ9R1bFHDDjBuStccdGbSDF3Rd4KCoW1pump","71","1.000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000006356","","","","","","","2026-07-11T20:37:19.162Z","","","","","",""
"hoppy","26zj9RRD8eiUY4DX7JuDGiJKNzxr3V5XNMabvaJfpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.361e-8","","","","","","2026-07-11T20:38:20.039Z",""
"CCB","F5jw4QYK5geoLG5wTC45MF3K7CXCNJT1Jr8QdjTdpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.172e-7","","","","","","2026-07-11T20:38:21.042Z",""
"88","8sWSEu1YiJzmrNhVVoPR1RrmY7rmQEU1vbUfnmoipump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.183e-7","","","","","","2026-07-11T20:38:22.052Z",""
"STACY","F63MSUaRKdBzVheLmbKUhvq5pJg5stgaB4Yz99cspump","70","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00001134","","","","","","","2026-07-11T20:39:19.870Z","","","","","",""
"JESSE","5AjfCzLcMT1si15HpBiYZNVH18sff5jpFd78PGsbpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.251e-8","","","","","","2026-07-11T20:39:20.074Z",""
"3","4Wgpwegtrdbeyx4w1XHawioKFdh8uk4LyzDE5rhcpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001407","","","","","","2026-07-11T20:39:21.262Z",""
"Cointainer","HXxqtGorAcffWQyTUpmYeNPhqatTtevDfTwarFmBpump","63","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002288","","","","","","","2026-07-11T20:40:21.034Z","","","","","",""
"SAIF","6ZK3MDDc2wmDyH3dtQBSNYwFREF1bnkQAuHzbSfdpump","63","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000005405","","","","","","","2026-07-11T20:40:22.031Z","","","","","",""
"LSD","SfUqcaXmkHHva9QSiY4gCbnPLHSykcP9GWpQsZbpump","67","0.148148147","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002273","","","","","","","2026-07-11T20:40:23.047Z","","","","","",""
"TRUMP","Bzen8wPPGN5XNrJTEXmd2XVRnQfrLxPTrQDB4Kgpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.308e-7","","","","","","2026-07-11T20:40:24.061Z",""
"SFR","9cDkEyJMd61E3YnpHn3Q1ptVkXb6gYaMMmsGR4hCpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.688e-7","","","","","","2026-07-11T20:41:21.031Z",""
"JESSE","HtxLrtVk1GZMV8a4NGNjZRJa8uL3fXoNh88Tvidkpump","85","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000006492","","","","","","","2026-07-11T20:41:22.035Z","","","","","",""
"FUMONEY","4GWpYRjFpP3LLa5ERYX3m7BbKok3QjPgTyLahiyHpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.557e-8","","","","","","2026-07-11T20:41:23.035Z",""
"FEDDY","HZn18ucLJsZUanVwZRPgrP3uepEPoDdyqgJV99n8pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.124e-7","","","","","","2026-07-11T20:41:24.028Z",""
"JESSE","BuTxnpgELS97HtRxqfF9frdnmdGveEWRzXN599cipump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.78e-7","","","","","","2026-07-11T20:42:20.027Z",""
"agentx404","K1gY1fqZjTQeLxDGM1kkUfu9hGuXy1UZHREXknVpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003741","","","","","","2026-07-11T20:42:21.022Z",""
"TRUMP","68WrNYUV6MZtV1h6Dw3oG8gNhQXKsXe5Jo2ZZKbtpump","90","9.110000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000248","","","","","","","2026-07-11T20:42:22.019Z","","","","","",""
"BTC","HFdhxjGbAvx4ue8RSdrLzFvTZDapEkQeafKuT9Depump","65","0.060000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003838","","","","","","","2026-07-11T20:42:23.025Z","","","","","",""
"SAM","97VveQTPKPFQKMmCcFzruZjvBVNTHuwWqSaUNFQGpump","71","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002187","","","","","","","2026-07-11T20:43:20.042Z","","","","","",""
"TRUMP","H5uyVHYKJRYkQJk9wDZ43Ed7u3JXM9tePboG1VWjpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001509","","","","","","2026-07-11T20:43:21.066Z",""
"TRUMP","BprZygrMntYmoEWDqosHc9oKSusBeNPRiybS7JN6pump","86","7.000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002044","","","","","","","2026-07-11T20:43:22.018Z","","","","","",""
"FUMONEY","5b5c1Zs2gj2NaH5m9eWCKRCv8YuMCSTXfbG39otSpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.469e-7","","","","","","2026-07-11T20:44:21.045Z",""
"👀","kQwy4F4m7An4YY1aKnk22iB77bAKG789CJXZkzkpump","63","3.000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002187","","","","","","","2026-07-11T20:44:22.087Z","","","","","",""
"UC","GPkD7esyGX4qW2eS4YQx1NtJsr9V5cD6nsVza47pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.168e-7","","","","","","2026-07-11T20:44:23.028Z",""
"BBM","4sVJe16dXZ6YGXKdoCFWEed6GU4sS13Bwji1gLR3pump","64","3.159485216","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003346","","","","","","","2026-07-11T20:44:24.018Z","","","","","",""
"praying","Dcef3W1ikcaDpr5NFUn1xDDT91fDxn3Fzx4SAuFEpump","63","3.083247688","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000004019","","","","","","","2026-07-11T20:45:21.212Z","","","","","",""
"HAALAND","CxfKgzHGxqF1d7w5Zunf1bVDhSkjw9fqqkrSFXoSpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.735e-7","","","","","","2026-07-11T20:45:22.111Z",""
"Cosmo","FfkwymdfJivay3grMZUHP5KP2MhDhYydS81cKWnvpump","88","19.753086418","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000006886","","","","","","","2026-07-11T20:45:23.052Z","","","","","",""
"SFR","D2F5Wwjc2Upqu4KmDHb7zSbkSWYEV3H6uXTHymeSpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.201e-7","","","","","","2026-07-11T20:45:24.089Z",""
"MACHO","Eh7L56QtsTgiA1yeiHGQZDVTr5ZJMmFSn2J82f4Ppump","99","0.060000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000006139","","","","","","","2026-07-11T20:46:21.025Z","","","","","",""
"JESSE","EpxYVtrWAHy93Qs7MoHtAuqAPR3tkWixdrPJBf2ipump","83","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002076","","","","","","","2026-07-11T20:46:22.032Z","","","","","",""
"hoppy","QonGZdBNKqAUL8xN8qwUuDAUeXduhEmimoeagyPpump","60","0.100000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002544","","","","","","","2026-07-11T20:46:23.051Z","","","","","",""
"hiplet","7n18s86NZiL3dm5bXMTVoWHWCDH3Vix69sV6LT7jpump","63","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002225","","","","","","","2026-07-11T20:46:24.035Z","","","","","",""
"UC","t5axK5dfX78WRi1DzFgUf3gzU8s8jYTmc6Rt3tUpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001106","","","","","","2026-07-11T20:47:21.042Z",""
"BREAD","7c8ACiQU8bnUMp6isjPXvUgmQFrYKNj3LL5Ka4sbpump","60","2.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003757","","","","","","","2026-07-11T20:47:22.041Z","","","","","",""
"TOPLESS","4t9fUwWfsDn5L2zaewu1tWymr8vnLPKm6o7RT6Twpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.953e-7","","","","","","2026-07-11T20:47:23.095Z",""
"SAM","EfbqV77RMjczEHnWbSQkn2gAYQbdhHp5o4ktSRhvpump","60","2.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002187","","","","","","","2026-07-11T20:47:24.160Z","","","","","",""
"coinlet","FWV1wqYzdpZ9EkdNXcMuXVq7xnrVjMsJiKuJtAc6pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000009382","","","","","","2026-07-11T20:48:21.018Z",""
"CHADKNOWN","5eBJ2fHeYqJMug1hH6459fU7nTyZTaJtCQrR4rjUpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.329e-7","","","","","","2026-07-11T20:48:22.044Z",""
"KARMA","DnghL69NN3y1QpuZX8psiHrHoRtnzmC6mEaSj272pump","67","3.950617282","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003018","","","","","","","2026-07-11T20:48:23.049Z","","","","","",""
"LUCKY","CYKZM8uV1JcNEGdcCcydmRSWo25TFJhDTBo1Y2Tbpump","60","0.138271603","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000007784","","","","","","","2026-07-11T20:48:24.030Z","","","","","",""
"JESSE","4nzvyR9r7RFAackE8cGgNcJU5JFBnZTtqTAm6LT8pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.613e-8","","","","","","2026-07-11T20:49:21.038Z",""
"Assets","9YeDGGzC7e3UoCy1MXQRV6e37WmZ6j1yUQipYTFcpump","68","6.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000225","","","","","","","2026-07-11T20:49:22.033Z","","","","","",""
"$TEST ","814dWGWRbwAmTR9e3goCWRdAJ3zveqYJfP9PmJKzpump","63","1.500000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001616","","","","","","","2026-07-11T20:49:23.020Z","","","","","",""
"2000","5XRaAkqKvGL2y7wXJHAdxaEuFwDGJfkfi9ybGG2Upump","76","3.000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000009042","","","","","","","2026-07-11T20:49:24.118Z","","","","","",""
"JESSE","9K7PBae5yCqUPvDHkyGyCBnNEadD73q1ieytUZS3pump","87","4.938271603","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00001205","","","","","","","2026-07-11T20:50:21.034Z","","","","","",""
"lockin","Eo14N36EebsYkUEhT1TvB4BTVbEEsTMKsxkW3Fi8pump","60","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002186","","","","","","","2026-07-11T20:50:22.043Z","","","","","",""
"John","DB9dU1nqDhScxQL6a5E6phZsPJGtY3yMdMUiBfnJwype","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002288","","","","","","2026-07-11T20:50:23.047Z",""
"$TEST ","6sdc4qwN78Yy4wW3UvxkVrG9nc3rKTiLG1NLS5GWpump","63","1.500000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000173","","","","","","","2026-07-11T20:50:24.113Z","","","","","",""
"JESSE","GixDC83tVYD4mQCUHDKGRoWbu3NeeaKSF8bUpFhBpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.825e-7","","","","","","2026-07-11T20:51:21.052Z",""
"BLACKRUMP","A4iBFEaS6V5oC9Px2N7woM91VgymUMRSP8iRE7fJpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.046e-7","","","","","","2026-07-11T20:51:22.041Z",""
"2000","BcEMqRxrwG9EJtVtvP3cZjxWUvV9e8fa9tmpVWsTpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.32e-7","","","","","","2026-07-11T20:51:23.043Z",""
"豆助","6fHvpMVEkk6fSuAxReVoW1jLoGKqgAZQpupkJUeopump","60","2.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002295","","","","","","","2026-07-11T20:51:24.032Z","","","","","",""
"$TEST ","8MYPt5pei51FG9HTMQdiTskGsTjEWgaju2cbZ4o9pump","65","1.800000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001658","","","","","","","2026-07-11T20:52:21.028Z","","","","","",""
"PRINCE","8adewurqitVoY8iiv6tf1vhuPZmYavEHmHXqxF1Apump","63","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002186","","","","","","","2026-07-11T20:52:22.026Z","","","","","",""
"WIMS","A57gSqJN887c6QU7kU1q9XutkwN9t1vJNTrb1RZBpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.104e-7","","","","","","2026-07-11T20:52:23.048Z",""
"Annapo","BiCCrviV1S8axNJomQ3fodRv3W3dKuGGUqW13DT8pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.418e-8","","","","","","2026-07-11T20:52:24.020Z",""
"JESSE","HTsgUaM1kcrMRdJX4XRJt83J5Fg2GaFP8aYXYWj3pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.333e-7","","","","","","2026-07-11T20:53:21.019Z",""
"YUMPS","2NA2FPpWPkqb3b8ozFc8wWoQYUVhofzERxSLn4impump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.548e-7","","","","","","2026-07-11T20:53:22.036Z",""
"RUFUS","BYxetP3LSUZtdnY7iwewXVnpq4Hp94jv8zZ5Be8Gpump","63","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002244","","","","","","","2026-07-11T20:53:23.014Z","","","","","",""
"999","92v5FUxnE4VzWjYkh8UnWH1XNwnKxefBNaAeYN8fpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.997e-7","","","","","","2026-07-11T20:53:24.047Z",""
"WIMS","BLasZTbjqqnZfqfFySoaFWFx37Lgu6YgceVSyHVNpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0000011","","","","","","2026-07-11T20:54:21.021Z",""
"$TEST ","5nMdJdn64oVETED7js54ZzcqRebswYWtdYLDcENBpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.293e-7","","","","","","2026-07-11T20:54:22.018Z",""
"999","Dv6wNtsN5M6zJU4pcQsXLjzEFaG2fKY6xgLfmethpump","61","1.000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000154","","","","","","","2026-07-11T20:54:23.025Z","","","","","",""
"pawg","EtB3ihykU4W5CZp5awhMv1Qx3mJXUc5c9fc9EoBMpump","100","0.069135801","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000229","","","","","","","2026-07-11T20:54:24.011Z","","","","","",""
"JOHN","HSeeEZDZuuCi1GTdbU4PYamrfWTm9AM1sbH9EeTGpump","63","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000219","","","","","","","2026-07-11T20:55:20.022Z","","","","","",""
"999","DSpFJEL8qrAuXopF9r5o5Gujfi1zGdKCqhKJZkkspump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.426e-7","","","","","","2026-07-11T20:55:21.019Z",""
"GER","YfaGcKRSK52RBZ2xtNH2Fsrnbz8MrFVC3Qe7LTupump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001049","","","","","","2026-07-11T20:55:22.020Z",""
"JESSE","3n1YTGXA3EYWgX2KQ2R4UcAT5D22t6ybme6HsyzZpump","76","1.97530864","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001803","","","","","","","2026-07-11T20:56:20.138Z","","","","","",""
"MS6999","5swWvWWbmJwGW8RU3RzV35imCJsQsQ4ZezFc2JVfpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.548e-7","","","","","","2026-07-11T20:56:21.033Z",""
"SMCAT","5udSTZkziw48g9fziEbpZr4ze1HWn1Ji6xR7kDQvpump","66","0.079012344","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003885","","","","","","","2026-07-11T20:56:22.036Z","","","","","",""
"MS6999","YVjTCpBo61BYmHYJpzAaqisp741viSDeQbrWojTpump","73","3.000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000005183","","","","","","","2026-07-11T20:57:21.032Z","","","","","",""
"BUTTHOLE","C1fP5WELKsGd7adSRfH25EUbc9cxTj4jWDRTTb76eviX","70","4.950495049","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002202","","","","","","","2026-07-11T20:57:22.025Z","","","","","",""
"EGGI","8zweKBwnGKTFr2g6BZbQPAQPCZNxKBUjZTuNSVX7pump","96","0.060000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000006554","","","","","","","2026-07-11T20:57:23.035Z","","","","","",""
"Catalyst","9pyvvgRCUw6h4Bqz9TA5SSVE1cNL79W4Ckx5PaX6pump","66","0.098765431","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002532","","","","","","","2026-07-11T20:57:24.016Z","","","","","",""
"HOODLESS","6u6uwUoMXiXQmrQnkLXggc4rue9bie6U6rcgte4Epump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.711e-7","","","","","","2026-07-11T20:58:21.023Z",""
"DUMACRATS","7C2G4n1u9q6mknVrRHpZqeXUaRGkNVat8CbRb3ZTJWtw","70","7.901234566","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000223","","","","","","","2026-07-11T20:58:22.029Z","","","","","",""
"vis","3SJEAyXbNDsgAhR4dRS6bMbGjZrruUwj4NSFnwnzpump","73","3.950617282","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003133","","","","","","","2026-07-11T20:58:23.044Z","","","","","",""
"pawg","2Eg2QeFDo592AtKu9qbFQ1LUVzuRJfhLoumcXVvGpump","99","0.069135801","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001715","","","","","","","2026-07-11T20:58:24.054Z","","","","","",""
"BAKB","3x7NFQ5d6FAx4mv7U7qf2G8KmTpfj8NM2AR3KUbcpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.846e-7","","","","","","2026-07-11T20:59:21.045Z",""
"BANKIN","Fpjq7riziCmkQ1CU2SNZ3GvzfmtXFYXAbtorq8oSpump","79","0.070000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000004587","","","","","","","2026-07-11T20:59:22.026Z","","","","","",""
"GOLDIE","GpFzKhyk5uHjVxyMDTnBanBLqUkcAp87h1nvyFyjpump","63","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002186","","","","","","","2026-07-11T20:59:23.034Z","","","","","",""
"BoogieGator","AtuKd1gpHddV5AntiAxXQrxBEmJ8YCEuY75Xtmk5pump","62","2.746693795","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000007414","","","","","","","2026-07-11T20:59:24.043Z","","","","","",""
"MOGGED","AjvXe7vxtTgfd7GSk1GuUiZaMZBRyLG4c65ZetV8pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.986e-7","","","","","","2026-07-11T21:00:21.033Z",""
"STRIP","7Ag8hW8sCDQCoUJoHULgvzWh4jMXP9nPDXNefGtYpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.403e-7","","","","","","2026-07-11T21:00:22.038Z",""
"EGGI","6h4WrCw2ZfHdLm6p99wf4H45YB9B1cEsyhDR4A9gpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.739e-9","","","","","","2026-07-11T21:00:23.031Z",""
"BLOOM","2goHdEjE1Q4HMjeAJFJzNeP7SUxayUuvHpxARnx9pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001338","","","","","","2026-07-11T21:00:24.030Z",""
"FENU","GSZ1BXEntS9b8psHittpGtYYc2qDEZ71G9kS74nppump","70","7.901234566","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000219","","","","","","","2026-07-11T21:01:21.024Z","","","","","",""
"ce","2ptJgVwZjXknJKDeEvK8vBNV8buLo4kgHgZrVNa4pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.722e-7","","","","","","2026-07-11T21:01:22.036Z",""
"SC","4MTTiu4hw8bb6ybEEe26YTN3ABak6QqX1a9Hia3rpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.755e-7","","","","","","2026-07-11T21:01:23.034Z",""
"EGGI","9JD6wmNcy64K9SZYb46VEZkoyyA9FmYNwp6qGv4tpump","91","0.060000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001794","","","","","","","2026-07-11T21:01:24.027Z","","","","","",""
"NOPE","5WaV25kDC6rz9XYTeKDyY5GYjpi9539eF3XReVTdpump","80","0.050084894","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003119","","","","","","","2026-07-11T21:02:19.010Z","","","","","",""
"2000SC","FZhy4udUaJHoxC3NYkVyDz8SBUyeYq7ZGptHfJhopump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.395e-7","","","","","","2026-07-11T21:02:20.049Z",""
"pawg","7tZuX8mwzzn6Nda5666oiFRCLy4oz4C9HHpjVrrvpump","96","0.069135801","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002187","","","","","","","2026-07-11T21:03:18.113Z","","","","","",""
"ICU","HxK6KdZ1C2BUEvFpg8zBnTa8xuEtdFLnnk2Y9U1jpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.965e-7","","","","","","2026-07-11T21:04:21.043Z",""
"HAAL","GAP3kJ98TyE7g7JFk6W2k9cct2zf9foDXeuMqKsNpump","98","0.060000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000004377","","","","","","","2026-07-11T21:04:22.109Z","","","","","",""
"EGGI","GNo5ohL672nkd6ptMunBzcQn5TDib7MLFUffoTHVpump","82","0.060000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003967","","","","","","","2026-07-11T21:04:23.030Z","","","","","",""
"NYC","3k4NEq9VneSEXE3LYEgqsmJxkQc3kiWdvcMYo5SWpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001578","","","","","","2026-07-11T21:04:24.020Z",""
"CatNap","AZprx2Qivkyxn1FiosLNvR7hmd9LMbGSGi43ugK7pump","65","0.059259258","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002188","","","","","","","2026-07-11T21:05:21.037Z","","","","","",""
"ZORBI","4UXxmouaNVMRfJrpbvdL63B6X8oTH2Ke8fc9E9Mepump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.311e-7","","","","","","2026-07-11T21:05:22.026Z",""
