symbol,mint,score,devSol,source,window_s,decision_s,reaction_s,hold_s,inTime,upside_pct,time_to_peak_s,dd_after_peak,drag_at_ready,upside_from_ready,tracked_s,f_devSol,f_priorGrads,f_priorCount,f_isMayhem,f_liq,f_liqSol,f_fdv,f_ageMin,f_vol5m,f_volH1,f_buyRatio5m,f_buyRatioH1,f_pcH1,f_volLiq,f_hasSocials,f_hasWebsite,f_nPairs,f_boosts,f_passedFilter,move_window_pct,slip_to_buy_pct,after_buy_pct,pnlPct,peakPnlPct,exitReason,price_eligible,price_sustained,price_queued,price_bought,price_fading,price_sold,price_collapsed,t_eligible,t_sustained,t_queued,t_bought,t_fading,t_collapsed,t_sold
"DOMMY","7dxj9rYYLFnsqZxTw3GBueu3xkf9eSmyS8CFTHzjpump","66","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002502","","","","","","","2026-07-21T22:50:09.596Z","","","","","",""
"CATLEONE","BrKbNE75fwwUyoTh6RooVHrLhGQTfuJV36zGwPKCpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.013e-7","","","","","","2026-07-21T22:51:09.468Z",""
"psyopbull","4bqzT3i8KmPCnXSjXY3JearThZ34BgUsY5JjESW1pump","83","12.839506171","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000322","","","","","","","2026-07-21T22:51:09.506Z","","","","","",""
"solana","2t5U8MJcBLPYg7qJgQ7HjV6RHQuiuZm8fVRmXNsKpump","59","1.500000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002932","","","","","","","2026-07-21T22:51:09.546Z","","","","","",""
"$JPEG","7wraiHRc7qyUyMtbod1KkG2Dj4RLPmtq3ayr4wf9pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.407e-7","","","","","","2026-07-21T22:51:09.583Z",""
"NECKED","7UUNf6bZqQeojV9K2vYiKq6WuA6tosEJxpnynJmhpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.937e-7","","","","","","2026-07-21T22:52:09.429Z",""
"GLM","DYEKx4ishrZ3qwdRLe39tFPZExWKL2bv1FVUxxJZw6ca","77","7.901234566","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00002417","","","","","","","2026-07-21T22:52:09.466Z","","","","","",""
"VEXOR","AnLWh2rvxrtRT9kj8XDZ7CtK8SpUaqQnZ3k6svdMpump","57","1.97530864","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000219","","","","","","","2026-07-21T22:52:09.544Z","","","","","",""
"SAFEH","8Y8NiUvcysRyQjRqb5aQBTvDsbsH6sqC8YvPWT2qpump","63","0.148148147","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001886","","","","","","","2026-07-21T22:52:09.569Z","","","","","",""
"PSYOPCOON","6YWxvaeUmS95X5Hmp1G3VHy6y3NDCVvYdKQos19pump","57","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002176","","","","","","","2026-07-21T22:53:09.511Z","","","","","",""
"ROBOUP","EBC6no2FeqAp58zYUFB6vvok2FHz6Da4C72yXrhypump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001259","","","","","","2026-07-21T22:53:09.551Z",""
"solana","HznpUgU8MQK9airtuCcNewko2XSa7UjhNYdUNU44pump","63","2.000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003441","","","","","","","2026-07-21T22:53:09.580Z","","","","","",""
"dw","5Kbb6Z1J8Ktsxc5aGbzJN1j9esTE1525Qze94QrZpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.022e-8","","","","","","2026-07-21T22:53:09.629Z",""
"uswr","13EZNbkdu4v8bEZSqtLSD3G8bNmT4Fn3PyK9DiBapump","70","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000272","","","","","","","2026-07-21T22:54:09.382Z","","","","","",""
"SOL","BArzCiaKeUih7kF25BETvKVs5YueKewDfF3jot6Qpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.302e-7","","","","","","2026-07-21T22:54:09.419Z",""
"coin","453T9XDQNn5KTaYif5szYbHJ4DZYNz4HfhD6nBU3pump","56","0.200000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0000103","","","","","","","2026-07-21T22:54:09.454Z","","","","","",""
"solana","4MRruRB6HwsBHUEGuZnwqLfJGXSgyMHpAG7971dxpump","68","3.000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003067","","","","","","","2026-07-21T22:54:09.481Z","","","","","",""
"$🚀SEND","67DbmBtnHusNsjsHYoqBthaEnG6qCrLFc3weSokvpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.635e-7","","","","","","2026-07-21T22:55:09.417Z",""
"solana","2MLGUX46LvJLYNhCsE2hgMjCQkNoGgFhcqYKLsfmpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001398","","","","","","2026-07-21T22:55:09.458Z",""
"psyop","HhSXJBNLWFWVhT7eViPSxFyfYHhJCgB9wDRUbYAEpump","68","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000805","","","","","","","2026-07-21T22:55:09.505Z","","","","","",""
"psyop","ATnTt6vT9wG3VHkWa1Xgi1272ApZMyQrnrZCMs5hCxka","77","7.901234566","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00001629","","","","","","","2026-07-21T22:55:09.557Z","","","","","",""
"POW","powE5fdh2qph1pG9xCjspdSrGWZ3h9v5KAcanio8s6F","70","4.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002296","","","","","","","2026-07-21T22:56:09.389Z","","","","","",""
"t-perc","2gxws5vyULqkUK58P7PLFJVm4Hq46Ln2Cb8h4d3Zpump","58","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002288","","","","","","","2026-07-21T22:56:09.431Z","","","","","",""
"ATH","EEPR8QaP2KexWbDwNWbBaK6WitaXZgwjEEvXDuxAXHmN","57","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002182","","","","","","","2026-07-21T22:56:09.465Z","","","","","",""
"cocainu","FyhxHnUgEbwBADGco3LCutZo5gYFyfw6ddmdyRjtpump","58","4.938271603","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002287","","","","","","","2026-07-21T22:56:09.493Z","","","","","",""
"RICH","8iHVdChYUtv313TZoX7A9xzU6MrNmTtydUA3Ucyvpump","56","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002314","","","","","","","2026-07-21T22:57:09.474Z","","","","","",""
"FDU","ChbgMeBZ1f8bD9dHeVFmE9wpdceoTJpp3U7t38sVpump","63","1.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002178","","","","","","","2026-07-21T22:57:09.519Z","","","","","",""
"solana","GY1JKK8ANrHFh3JrHxJjQAWwojK2zZMAvW8tYSdepump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001174","","","","","","2026-07-21T22:57:09.559Z",""
"CAMP","AuKDRr2T7Lds4hxbT6fM4mPfyS712dX7PtdTpb3Kpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.841e-7","","","","","","2026-07-21T22:57:09.599Z",""
"coin","6vwGm7c5JMG4VVxh6XryVfWaevtK16t63CXVgt2Vpump","55","0.200000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00001226","","","","","","","2026-07-21T22:58:09.406Z","","","","","",""
"solana","DPdsB7kpYZPKjyXpXQfvCHavCFWpfm9zg1zL2YoJpump","60","1.700000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003547","","","","","","","2026-07-21T22:58:09.434Z","","","","","",""
"$HYPE","7q4noPxsnJ2HfJkT4MBpL8SNbV1KxQwF3YCdFWqKpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.507e-7","","","","","","2026-07-21T22:58:09.491Z",""
"Butcher","8FMcrqRqvsewRivE3H516vK3x1kRKbUZUFsfTtK8pump","57","1.97530864","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000005103","","","","","","","2026-07-21T22:59:09.450Z","","","","","",""
"TBWLR","72GQFScqXJ42yJuLe9KgnFdDUFcbmT33YcDaHcCNpump","68","4.148148147","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002823","","","","","","","2026-07-21T22:59:09.486Z","","","","","",""
"BOTS","HBQFTzABPgirnFMQUWYu3gvGfjuyEfH6DQrVZheQpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.064e-7","","","","","","2026-07-21T22:59:09.518Z",""
"solana","4sxMp3iqGBwAXrv7RwgehztfkkwyR6463CS1yodcpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.604e-7","","","","","","2026-07-21T22:59:09.550Z",""
"$🚀SEND","GHxxMhQgG7fcvWo4YzH5aYVTE8rWQXmJmWjzqhYWpump","68","0.069135801","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000551","","","","","","","2026-07-21T23:00:09.426Z","","","","","",""
"CRN","HmvFnMKb61YvrVmwiswvqfscG9RwkBWwVDCsC5b3pump","58","0.059259258","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003251","","","","","","","2026-07-21T23:00:09.462Z","","","","","",""
"Spoon","99pwBG4p76SRcPLfEaB7E354ZBLoVPUTNbEHpwAkMhLa","57","1.97530864","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002221","","","","","","","2026-07-21T23:00:09.539Z","","","","","",""
"RISE","Do8UAzLeakVgYj9cj49rmYezK7V3jCJKckyg3aowpump","82","28.40493827","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00001132","","","","","","","2026-07-21T23:00:09.602Z","","","","","",""
"GEORGE","JDmfgGYRaKZdf5CmQNGuuMcubU3y2j4oFfvHa4uHpump","63","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002225","","","","","","","2026-07-21T23:01:09.467Z","","","","","",""
"NECKST","AoaaLqmpfk55wBwQ9qdobm8Coo3m4RrRumvzvmtwpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.148e-8","","","","","","2026-07-21T23:01:09.501Z",""
"solana","Ckr4grLdrJxKVmNtJu9hRSZj4enqWEvAZvkjVwGgpump","58","1.500000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002636","","","","","","","2026-07-21T23:01:09.535Z","","","","","",""
"Spoon","4JmvTmFzCyfh7wCttXTrYb8roAeUdMrSUQuzUUyhpump","61","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002199","","","","","","","2026-07-21T23:01:09.610Z","","","","","",""
"pisscat","23Eb4HPuuTjh253kpaexjhJSKhy4cTZoFt7Ya7wZpump","77","7.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003287","","","","","","","2026-07-21T23:02:09.383Z","","","","","",""
"catfish","2boo7zbw2NzSvuhsbNPrapM83kygqp1mDU3Gfqakpump","72","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00001125","","","","","","","2026-07-21T23:02:09.429Z","","","","","",""
"catfish","6csvd9jS7cetfhaVcqhoJ5xgAcxE8gZerYiv6hiUrn9a","57","1.97530864","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000218","","","","","","","2026-07-21T23:02:09.464Z","","","","","",""
"Spoon","69ERbEYyQvzKxnrBDJkEHv6s7CUbYcsi6ZmDosDoWBJa","57","1.97530864","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002286","","","","","","","2026-07-21T23:02:09.492Z","","","","","",""
"psyop","BKj29yYhBGBezhVyfA7SrBxg6giRjekEHhFwvHBRpump","59","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000006114","","","","","","","2026-07-21T23:03:09.459Z","","","","","",""
"MAMMA","7v6nYbYjfXB2maTYqmffM8XCGkU8N25zYC3YMW3spump","59","0.088888887","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000004369","","","","","","","2026-07-21T23:03:09.497Z","","","","","",""
"NOMAD","CjVzGAjCmMr1T2QMKaZxU8TMY3uBV6vM6nEBfE2vpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.146e-7","","","","","","2026-07-21T23:03:09.533Z",""
"SLEARN","9JPCRBLzvdpT9a4ErT3ATw7iXcDPp6B33AwmbCvjpump","98","0.059259258","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00001486","","","","","","","2026-07-21T23:04:09.396Z","","","","","",""
"solana","93ganwoxVEXGyTQJkVE3xJ29DjoKQLJ3rEYe8nKypump","61","2.000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002391","","","","","","","2026-07-21T23:04:09.439Z","","","","","",""
"KANG","3QneeE3tCYbHNkpkF11nDiLGj7DipHSVFwV2h7Yepump","65","0.060000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001714","","","","","","2.692e-7","2026-07-21T23:05:09.546Z","","","","","2026-07-21T23:06:09.473Z",""
"NECKST","8wpqB3pxtbuYCL588hCjyGUNAvtXyp7Lm5vHgD45pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.741e-7","","","","","","2026-07-21T23:05:09.613Z",""
"The","AUu7fmLU9RxqTdRrrgAygcAfKAWe7ACSsiYMTEQCpump","57","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002178","","","","","","","2026-07-21T23:05:09.637Z","","","","","",""
"solana","4gLyLSeSbcSqxZUDiXmB9JfNq1hGmcsa4fdv8Yvmpump","61","2.000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003289","","","","","","","2026-07-21T23:05:09.664Z","","","","","",""
"solana","AjWAEjCAizf5yEQw91ZbMskt42NCVuqa5zbNLidkpump","67","3.000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000004133","","","","","","","2026-07-21T23:06:09.393Z","","","","","",""
"Trooper","H9RbCVeRfZnKuCCpcweFD1yUZvkQg8Uf9ZtPwLrCpump","64","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002175","","","","","","","2026-07-21T23:06:09.514Z","","","","","",""
"solana","5VE3wh2sRkAruvVvT52QzPv6Zy3LWbLyh9BQ7tx6pump","67","3.000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002338","","","","","","","2026-07-21T23:07:09.396Z","","","","","",""
"ZORP","2o7wcZt5uUV6vcPTtux27G5TGn5JVnPxiWm1rpLPpump","57","1.97530864","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000233","","","","","","","2026-07-21T23:07:09.426Z","","","","","",""
"solana","99SJiqrmrvrPcejbcv4EEXkkbqt7SkGK1zCtjkcxpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001212","","","","","","2026-07-21T23:07:09.569Z",""
"$🚀SEND","5gaHscSh85axdwh1VYCMHxWuxUNnPkCD9XXksvaDpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.248e-7","","","","","","2026-07-21T23:07:09.596Z",""
"$🚀SEND","FpjnNzQtCUoD4PU6EtGJZqgNGaLJ1C88TLY9CJrYpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.701e-7","","","","","","2026-07-21T23:08:09.455Z",""
"PRINT","52kT1SPC7sajDgiixSDqfuvtfSouxrJ9qh95kyqfpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.563e-8","","","","","","2026-07-21T23:08:09.489Z",""
"solana","Da38DP4t2cSxigFZypkr4skjngYGvdgdntD4BEJ8pump","67","3.000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003262","","","","","","","2026-07-21T23:08:09.520Z","","","","","",""
"JEFF","CBf9uhEFLsdcBcGL65Zh8UAyJQYyfndhyqLGDpMzpump","63","3.950617282","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002321","","","","","","","2026-07-21T23:08:09.558Z","","","","","",""
"moneycat","8SNhWQo6sBHYmyMUka8FzKsmF9MdwnQeMFkavxzcpump","57","1.965432097","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002185","","","","","","","2026-07-21T23:09:09.467Z","","","","","",""
"$speed","7Mt6Q6BEx6QkvpBB5spjRGyy6LdyCcP4GbSQyiPkpump","57","0.100000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00001076","","","","","","","2026-07-21T23:09:09.509Z","","","","","",""
"solana","6m39JdtsNHhcA2idGQDGgoBwrUVo3tU1mbnXXZXupump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.747e-7","","","","","","2026-07-21T23:09:09.571Z",""
"SPPDA6900","J4YRH7aQYQzYG3cNzwwRfZc2NMMWPvUATACzRRNopump","57","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002284","","","","","","","2026-07-21T23:09:09.605Z","","","","","",""
"PSYOPAPU","H6VVBJCNTXUPaitf2MUhU7n1ySvpLUpqqe7WpZAGFy3a","57","1.97530864","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000004409","","","","","","","2026-07-21T23:10:09.429Z","","","","","",""
"PSYOPAPU","2ndj1W7RXCTneTj5cFavyu7viqNNp8ajAxgZNSjbMTea","57","1.97530864","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002214","","","","","","","2026-07-21T23:10:09.484Z","","","","","",""
"Skylands","7BEVfnPyqo1j3ytka97FdSmeprJuUoL8SjuEruH3pump","66","0.395061727","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001357","","","","","","","2026-07-21T23:10:09.516Z","","","","","",""
"PANTERA","F51P99wwoFxQrsUZ1FUnZoDUg2GTUfgquBFGSCM5pump","56","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002179","","","","","","","2026-07-21T23:10:09.547Z","","","","","",""
"对勾","8FrCu4ViGqaFuiSDysMAEMSBXPLgisswBNC5cPs1pump","57","0.500000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002512","","","","","","","2026-07-21T23:11:09.459Z","","","","","",""
"SHROOM","7QL3gaQqMifTShCzZRHA6tU3mNzeTvDzMdFChMYZpump","70","4.938271603","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002528","","","","","","","2026-07-21T23:11:09.501Z","","","","","",""
"$speed","4vBLKEn4huEt3rin1JuHCaQnjbgFzEYuow6M8kH8pump","58","0.200000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003783","","","","","","","2026-07-21T23:11:09.535Z","","","","","",""
"STONK","ExYe9PTUNxBLYJcQG9iomF1F2DJEkaUYs4ujzTi6pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.042e-7","","","","","","2026-07-21T23:11:09.562Z",""
"PSYOPAPU","Z3NyhmoPKsDVa6zYqZDYx5FhW3kw3vxr5FeLtveA5Za","70","4.938271603","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00001209","","","","","","","2026-07-21T23:12:09.416Z","","","","","",""
"KANG","CaskWVTBeXy1CHiG7e56Com6i8bszdmmgne9GdvCpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.718e-7","","","","","","2026-07-21T23:12:09.443Z",""
"solana","5zbFAAKbRqZUtqcvb2jRQuqorPJpuMma6cHwCM6cpump","66","3.000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002847","","","","","","","2026-07-21T23:12:09.556Z","","","","","",""
"$speed","3whZGkEaYLTQaYuXKAkqdb9huVZUbK9S2oDqauYDpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.264e-7","","","","","","2026-07-21T23:12:09.593Z",""
"WAT","9zQJMK4ACFUZn3tGBS1EqDPG3iiTfpCee1cgMcpZpump","55","0.080000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003531","","","","","","","2026-07-21T23:13:09.370Z","","","","","",""
"MBOOL","9X4ucpDPGGEKAiKtr1W7VbTDHmdxH11uxQ7KCndkpump","56","0.200000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002838","","","","","","","2026-07-21T23:13:09.413Z","","","","","",""
"USOH","9vV7LSijyCd5mQMnrt9mVTBFpdiGMjHLu4QHc5Fnpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.591e-7","","","","","","2026-07-21T23:13:09.460Z",""
"$JPEG","4GGUXanWUpbMWUjh2mrLXcyzRK2EuPSdiRiwknjTpump","71","0.079012344","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001733","","","","","","","2026-07-21T23:13:09.488Z","","","","","",""
"GRANBO","3izKkYCwfL4ZxvxWtKXYLRU9HACGHJuFv3tmk16ppump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.951e-7","","","","","","2026-07-21T23:14:09.441Z",""
"solana","GRUHREC5A4QcwQvZVyopAuudmr1x1YSggtM1cFbnpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.627e-7","","","","","","2026-07-21T23:14:09.473Z",""
"KANG","D4uYwKyotDiFVfpakcVHdar4xMQa3Eeu9J5bVKMYpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.253e-7","","","","","","2026-07-21T23:14:09.510Z",""
"CAMP","9rSEZiY6VsF8AMrraNMzTqmCdGkGyiUtRMQYoTqgpump","58","0.060000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000005501","","","","","","","2026-07-21T23:14:09.566Z","","","","","",""
"$GRU","3TMcJDdEUrzCYyNpA1jamBDJvt8ADrCwUbzM8ve7pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.525e-7","","","","","","2026-07-21T23:15:09.392Z",""
"GSCAR","GiJjSRpNvcR1Qvd1NWz5qwezNK5SyBY58U9WM3nJpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.41e-8","","","","","","2026-07-21T23:15:09.468Z",""
"$speed","DrBAw7jHFoUma3rux6cmz6CYPCwSswFXr9Y7QE2Hpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.168e-8","","","","","","2026-07-21T23:15:09.521Z",""
"Done","9W8RzLVVvkESTuwWQncfhFMTy64ZhT9ixJiYGvsWpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.017e-9","","","","","","2026-07-21T23:15:09.557Z",""
"Done","2M45nG7zmNiQTVVSCm3YYw9ey1KjHj8hLmQ3QKSHpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.814e-7","","","","","","2026-07-21T23:16:09.608Z",""
".01","FmuY2dWTFdezWRZL4Cb1qthwALvigvEHmtbwBuXgpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.313e-8","","","","","","2026-07-21T23:16:09.637Z",""
"CAMP","CuLDDTzSXL16jLfaYhciG6YwLf8Pf99tkREnEThupump","57","0.060000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000004667","","","","","","","2026-07-21T23:16:09.674Z","","","","","",""
"GRANBO","8b9tpAjY3tzeHmc9hbq2k9Ziq1oyppdUusadxt18pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000107","","","","","","2026-07-21T23:16:09.750Z",""
"PSMH","BKzqSJ6V6t3gfXhocNfKV6efAMkyjBi6jQnCLU1Lpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.79e-8","","","","","","2026-07-21T23:17:09.406Z",""
"加号","7LyAKEe4d8NYrSzYQW2K5WzgjZQh8gC5NuMJA213pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.022e-9","","","","","","2026-07-21T23:17:09.590Z",""
"MegaMind","Hu3xmqrMzkcHKy48EfKbZkqwu8D2d1qaDwBFvp2ppump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.88e-7","","","","","","2026-07-21T23:18:09.430Z",""
"Meowpin","9ZPdUZ3K1mmRQyQwCAgbhNqumEZ2QP3CgBcdM9ASpump","57","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000008344","","","","","","","2026-07-21T23:18:09.470Z","","","","","",""
"BULLCAT","CXKFeykobWHQ2NGJDJgSsMMN69Cnp7YSnbKHmG3hpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.406e-7","","","","","","2026-07-21T23:18:09.510Z",""
"XENCRA","CWbHy3z5v8kR9h64CjpVmC6ZPVMpR8eBECjdAhzHpump","57","1.97530864","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002217","","","","","","","2026-07-21T23:19:09.390Z","","","","","",""
"SOL","8uCqbR9iUjcm5d7BTVp3dAsAWeuwg8DxKzztESEUpump","63","0.296296295","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002265","","","","","","","2026-07-21T23:19:09.482Z","","","","","",""
"bomb","EyBTdokr3NSTPAEUdJyTcrWrcZat2pYgqEDebRQbpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.833e-7","","","","","","2026-07-21T23:19:09.507Z",""
"KANG","6B1SNTWcapKghzPLcLGuFk58B6A9R1YuoBtszkf3pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.751e-7","","","","","","2026-07-21T23:20:09.447Z",""
