symbol,mint,score,devSol,source,window_s,decision_s,reaction_s,hold_s,inTime,upside_pct,time_to_peak_s,dd_after_peak,drag_at_ready,upside_from_ready,tracked_s,f_devSol,f_priorGrads,f_priorCount,f_isMayhem,f_liq,f_liqSol,f_fdv,f_ageMin,f_vol5m,f_volH1,f_buyRatio5m,f_buyRatioH1,f_pcH1,f_volLiq,f_hasSocials,f_hasWebsite,f_nPairs,f_boosts,f_passedFilter,move_window_pct,slip_to_buy_pct,after_buy_pct,pnlPct,peakPnlPct,exitReason,price_eligible,price_sustained,price_queued,price_bought,price_fading,price_sold,price_collapsed,t_eligible,t_sustained,t_queued,t_bought,t_fading,t_collapsed,t_sold
"BELLY","9J78BQCi8RYWDQJhopeERhu3kgoAh4NkstgSGEBKpump","66","4.938271603","","","","","","","127.1","584","-4.6","67.2","35.8","924","4.938271603","0","1","0","0","0","3608.85","3","5481.26","5481.26","0.563","0.563","22.09","","0","0","1","0","0","","","","","","","0.000002987","0.000003608","","","","","","2026-07-21T18:53:20.077Z","2026-07-21T18:54:44.006Z","","","","",""
"miyabi ","5D4eatND6b2PmhUAzHdntay4xGZu7G9oirmsdBhWpump","75","0.250000001","","","","","","","0","0","0","0","0","920","0.250000001","5","34","1","0","0","3459.26","3","86.68","86.68","0.667","0.667","56.11","","0","0","1","0","0","","","","","","","0.000003459","0.000003459","","","","","","2026-07-21T18:53:32.005Z","2026-07-21T18:54:37.841Z","","","","",""
"Tcat","71cFtgSYXsQBEPNHEH4GbkxmG6gBNdq2tvX8E86tpump","60","2.469135801","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002179","","","","","","","2026-07-21T18:53:37.977Z","","","","","",""
"Wansem","5WbJZUVBmJANGifRRbXg9KbjTw7aXYHfSZi7wPoPpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.736e-8","","","","","","2026-07-21T18:53:38.022Z",""
"ANSEMOTHY","2v2fHZuUtsVSeA2gwMEFWLhEMgZs9FvQtzBwAd9Hpump","75","6.814814813","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000003335","","","","","","","2026-07-21T18:53:44.039Z","","","","","",""
"MERMAID","5SheUvS7rWy8dAThSVWQjm5QUxS3FiKSZh8SbaZvpump","96","0.059259258","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001772","","","","","","","2026-07-21T18:53:56.111Z","","","","","",""
"miyabi ","GUrDmGF2pb2trPoY1bgAQyH2H69B6fiHxRR8wTyJpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.718e-8","","","","","","2026-07-21T18:54:02.185Z",""
"d","Ehft92eVGUxKGcw4cdny83JnpKLk4ZbrAePtQYsTpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.51e-7","","","","","","2026-07-21T18:54:07.938Z",""
"susj","Gpnd6LSY9qxZmnw1WUbpLMhRsomwJjvQ5acWSwPGpump","55","0.300000001","","","","","","","","","","","","","0.300000001","6","87","1","0","0","12074.79","3","444.42","444.42","0.559","0.559","443","","0","0","1","0","0","","","","","","","0.00001207","0.00001207","","","","","","2026-07-21T18:54:08.062Z","2026-07-21T18:55:13.786Z","","","","",""
"INFC","2TtMXDdjSVsLriZ7HKoDgwoF83VK3iYArpdRZiBYpump","57","0.074074073","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002339","","","","","","0.000001249","2026-07-21T18:54:13.918Z","","","","","2026-07-21T18:55:25.944Z",""
"BUILD","ExftsRG5DBEce7AbRQdFGB3cHk2QJ9vhiVyFS4CY2UCH","64","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002631","","","","","","","2026-07-21T18:54:14.043Z","","","","","",""
"VIBIN","Fb37mVCYkfLBWhtqhboBimv1uzhLLmTNAAjNqXtepump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.865e-7","","","","","","2026-07-21T18:54:38.020Z",""
"MERMAID","5GtU5nqbhyizh593sMKsWeh4H2xnjcPqZLZ26Zdypump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.573e-8","","","","","","2026-07-21T18:54:55.977Z",""
"07:39","GUw1UeK4dddsBo9eZx5E6hZhyik2fgkZUrpjxkWfpump","60","0.550000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001387","","","","","","5.578e-7","2026-07-21T18:54:56.057Z","","","","","2026-07-21T18:55:37.937Z",""
"d","7X14126qMtqsMtqECB3CK1NHgtV43NguaKCDQxFcpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.491e-7","","","","","","2026-07-21T18:55:01.902Z",""
"BELLA","83tFboRGpFRwBip9bYXXpmQayDWkiuPy3K64v4Xrpump","62","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002215","","","","","","","2026-07-21T18:55:07.932Z","","","","","",""
"BELLA","BTQzR8bqwhMmTgG1zczXz5miG8dQk5dZpwK7mVtppump","62","5","","","","","","","0","0","-4.8","-4.8","0","914","5","0","3","0","0","0","2285.11","3","1530.85","1530.85","0.556","0.556","-22.86","","0","0","1","0","0","","","","","","","0.000002285","0.000002285","","","","","","2026-07-21T18:55:08.055Z","2026-07-21T18:56:13.805Z","","","","",""
"Wansem","7QgTQHZHv7aoq9io2pGp3abqaxMpHaPyX4gpENs1pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.829e-7","","","","","","2026-07-21T18:55:08.125Z",""
"dddd","EqBBPMZA8wyoVX6E5iyju1eLPNFvDKpEjYSxF1Gspump","55","0.300000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001438","","","","","","4.399e-7","2026-07-21T18:55:19.999Z","","","","","2026-07-21T18:55:55.931Z",""
"f","Ew4XQn9VLebMGgj7kD6RX1pC4EVYVi1jFNyGUTnZpump","67","1.97530864","","","","","","","0","0","0","0","0","906","1.97530864","0","22","1","0","0","9963.32","3","2640.26","2640.26","0.558","0.558","303","","0","0","1","0","0","","","","","","","0.000009963","0.000009963","","","","","","2026-07-21T18:55:31.999Z","2026-07-21T18:56:31.928Z","","","","",""
"KIMI","Eqwb5sAkQPBBcLzoLk7Ajh1CzaU4nTqUAsjM9WwVpump","58","0.060000001","","24.348","","","","","","","","","","","0.060000001","0","2","1","0","0","2294.05","3","3226.82","3226.82","0.559","0.559","4.99","","0","0","1","0","0","-90.81952920662597","","","","","","0.00000176","0.000002294","","","2.106e-7","","2.106e-7","2026-07-21T18:55:32.042Z","2026-07-21T18:56:31.740Z","","","2026-07-21T18:56:56.088Z","2026-07-21T18:56:56.040Z",""
"awd","K6Sbgqa727hf5aW2rkStBf2dfXM7HifHd9isN7Vpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001955","","","","","","2026-07-21T18:55:32.128Z",""
"BELLA","6FUsMpkvvRsE3Xjof8R7PzVmGFFnQhfDzFNtxWcXpump","61","5","","","","","","","0","0","-4.8","-4.8","0","928","5","0","4","0","0","0","2285.11","3","1530.85","1530.85","0.556","0.556","-22.86","","0","0","1","0","0","","","","","","","0.000002285","0.000002285","","","","","","2026-07-21T18:55:43.944Z","2026-07-21T18:56:49.806Z","","","","",""
"dxd","4tdZaW9ULhoGSCkvasd7Jq16StAzjomcaF3gsiFkpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.257e-7","","","","","","2026-07-21T18:55:49.904Z",""
"NiggaDick","6kU1ELSvE2AwZ2Wmzyrg1gbxxrtmmVuPuPeJMkGSpump","56","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002176","","","","","","","2026-07-21T18:55:49.947Z","","","","","",""
"miyabi ","3dy4xVXFMi4p43nnsemQR2b8X8jwsdL8U4E7Jsqgpump","73","0.250000001","","","","","","","0","0","0","0","0","904","0.250000001","5","36","1","0","0","2976.37","3","114.09","114.09","0.611","0.611","34.51","","0","0","1","0","0","","","","","","","0.000002976","0.000002976","","","","","","2026-07-21T18:56:01.929Z","2026-07-21T18:57:13.782Z","","","","",""
"at","CFpKDDKXagv8TCAex93psbSNbJ2w6cKCwM22SV2npump","62","4.000000001","","","","","","","0","0","0","0","0","926","4.000000001","2","335","1","0","0","4606.19","3","1470.99","1470.99","0.643","0.643","64.78","","0","0","1","0","0","","","","","","","0.000004606","0.000004606","","","","","","2026-07-21T18:56:20.036Z","2026-07-21T18:57:31.798Z","","","","",""
"miyabi ","BzdxzWy2kE5kjZgpXoWwUF6tZVZFSsDy9PQYQrskpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.214e-8","","","","","","2026-07-21T18:56:25.941Z",""
"awd","CihYPn2QqfnVak27YGrg63WUuEen5bW9FnDMxsmBpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001854","","","","","","2026-07-21T18:56:25.973Z",""
"ATHA","CxfWaEp9BS6akptkCQyNxiYtPu9QzN89b9y95d4Lpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.731e-7","","","","","","2026-07-21T18:56:32.147Z",""
"WADDLES","C4DzsrRZuAfs9X8a6kS2SJLD3GF9xLoKYZ7M3CvApump","70","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002285","","","","","","","2026-07-21T18:56:37.923Z","","","","","",""
"ANSEM","6kiatczDEeEmXuyRNa3tmMriCmYRaMLHq24iMDEApump","55","0.98765432","","","","","","","","","","","","","0.98765432","7","163","1","0","0","3284.64","3","232.17","232.17","0.8","0.8","41.46","","0","0","1","0","0","","","","","","","0.000003284","0.000003284","","","","","","2026-07-21T18:56:37.981Z","2026-07-21T18:57:43.727Z","","","","",""
"WADDLES","66hjLi7dgRYJFuKBxHU6J7bzVvW8F9e1J9kGVZ3GpFQY","55","5.599999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002176","","","","","","","2026-07-21T18:56:38.027Z","","","","","",""
"at","EKd7NFLddVPK5nspcC8k4b91UvueoBWX4cuwxcCapump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001686","","","","","","2026-07-21T18:56:43.922Z",""
"Wansem","3nzBT9nDL3H5armJBAfkPuobgqm4N2sGpg6ifS93pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.541e-7","","","","","","2026-07-21T18:56:43.957Z",""
"DREG","23DChcvaJdFASffzoEQdwniqX7A25mWEF75WceNdpump","59","0.1975","","","","","","","","","","","","","0.1975","0","3","1","0","0","3641.02","3","69.29","69.29","0.7","0.7","65.12","","0","0","1","0","0","","","","","","","0.000003273","0.000003641","","","","","","2026-07-21T18:56:44.004Z","2026-07-21T18:57:49.729Z","","","","",""
"07:39","6R8A7JeyyJcEvYpwLYEdAgV1irdpHJu86FnLkDSxpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.42e-7","","","","","","2026-07-21T18:56:44.043Z",""
"awd","FRknkNEh6zLCawaTrT41D4HapBiK71m2Y5fmUPUCpump","93","21.72839506","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000007697","","","","","","","2026-07-21T18:57:01.933Z","","","","","",""
"ACCOUNT","9duCA6VY1JwEJVysVCPE6H1UhnrRuYfXAHPoCikMpump","61","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002292","","","","","","","2026-07-21T18:57:07.967Z","","","","","",""
"Wansem","9Gc1wcFPkNusSKwSCC3T8hkPRvmFpiF5WGUwvZthpump","64","1.300000001","","","","","","","0","0","0","0","0","902","1.300000001","0","14","1","0","0","2048.59","4","2394.79","2394.79","0.571","0.571","-13.53","","0","0","1","0","0","","","","","","","0.000002049","0.000002048","","","","","","2026-07-21T18:57:25.949Z","2026-07-21T18:59:25.963Z","","","","",""
"EPDO","AePnaVUWmKktxxs44VgpTnqex5XaP7DZuGMTHeYypump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.827e-7","","","","","","2026-07-21T18:57:37.965Z",""
"Lether","ADnRHzBtz3wBqZ7HPanBLTPvdZhScjjZbjxVHPN5pump","","","","","","","","","","","","","","","2.962962961","0","1","0","0","0","2627.45","3","230.63","230.63","1","1","0","","0","0","1","0","0","","","","","","","","0.000002627","","","","","","","2026-07-21T18:57:49.896Z","","","","",""
"DREG","23DDQbsPN1YjnioC3Jq8dcrDdRZEmuG6Jv37bNmFpump","58","0.1975","","","","","","","","","","","","","0.1975","0","4","1","0","0","3542.79","3","142.97","142.97","0.579","0.579","60.67","","0","0","1","0","0","","","","","","","0.000003542","0.000003542","","","","","","2026-07-21T18:58:01.953Z","2026-07-21T18:59:19.937Z","","","","",""
"at","HUQeWsfXQVDkDkgLVAUdH7crckQwuQesYzEme1Mopump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.566e-7","","","","","","2026-07-21T18:58:07.946Z",""
"E","Ft1K8MhnBQoKoSoBn5uSaK3EDSZ4kyLn7kRLTQ98KqMG","62","5","","","","","","","0","0","-6","-6","0","914","5","0","3","0","0","0","2314.54","3","1313.3","1313.3","0.571","0.571","-21.86","","0","0","1","0","0","","","","","","","0.000002314","0.000002314","","","","","","2026-07-21T18:58:31.946Z","2026-07-21T18:59:43.734Z","","","","",""
"GPU","EeBRqACe2t7MVv451TTZS1nqSbPioq9utGVzPpa3pump","59","3.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002198","","","","","","","2026-07-21T18:58:38.007Z","","","","","",""
"$🚀SEND","5gFgqVJbFwYRtYxRgDL39ZfUmtKeKx2aJkbCG77hpump","57","0.059259258","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00008194","","","","","","9.089e-7","2026-07-21T18:58:49.915Z","","","","","2026-07-21T19:00:08.026Z",""
"WADADADAD","FicEaXzZspMVJdYXs3gb3EJLdiHGhTa9aVbYNnR8zLxK","71","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002186","","","","","","","2026-07-21T18:58:56.003Z","","","","","",""
"DREG","23DDhTw2PSSejTLeq8XT5vca3CaGhKzF5wzBweG5pump","56","0.1975","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002727","","","","","","","2026-07-21T18:59:01.989Z","","","","","",""
"DADDY","24NnuF5e9xT5gqRzVkBtDmLtbuBofR5BpehybtsDpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.303e-7","","","","","","2026-07-21T18:59:08.044Z",""
"HOME","2qfkoNV2Y4fh8QLaKnMNobCXHE2d9xNM9CK5aSampump","69","4.444444443","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00000245","","","","","","","2026-07-21T18:59:13.937Z","","","","","",""
"Wansem","74WFW5DMR2tXRYW5fzR3PvXQQmnDtLtyupeEBjqepump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.516e-7","","","","","","2026-07-21T18:59:26.053Z",""
"Fmashine","31f3MAJ18b6VUvL4tDX83TsuNLf9WPo78k9YVoiGpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.046e-7","","","","","","2026-07-21T18:59:31.948Z",""
"E","7NcgbTYw6JHzfabQjKjj1qfTNz4w5C7SpFrHfUNduaF3","61","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002626","","","","","","","2026-07-21T18:59:44.082Z","","","","","",""
"Wansem","EjEJ83enq9vHE2HuRVpNsd5dYejxS2y16q1227Mkpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.628e-7","","","","","","2026-07-21T18:59:50.020Z",""
"HOOD BOYZ","HNghQuu68s7rNFAEwdAstmjoCdpkUqRobsRpgQa9pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.136e-7","","","","","","2026-07-21T18:59:50.068Z",""
"LEBON","HfFBfiM1FppuSGBkAvyfhZKnobr7X16HQJwRDEgvpump","63","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002189","","","","","","","2026-07-21T19:00:02.149Z","","","","","",""
"usa","23DEtuzgLpi3VGKsmJbV8PcMxMfQc4hTfeFT1nKBpump","61","0.1975","","","","","","","0","0","0","0","0","918","0.1975","0","2","1","0","0","4566.31","3","64.51","64.51","0.625","0.625","107","","0","0","1","0","0","","","","","","","0.000004566","0.000004566","","","","","","2026-07-21T19:00:20.003Z","2026-07-21T19:01:19.727Z","","","","",""
"$nice","BoyWo1PVTMYtHn9vNfjcxahDasL3eVd16HWMNhVDpump","58","2.962962961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000002219","","","","","","","2026-07-21T19:00:26.150Z","","","","","",""
"DREG","23DExhTuKoK6kEvTHbCL6JgsEgz7nivtL3JGPENvpump","60","0.49375","","","","","","","0","0","0","0","0","906","0.49375","0","6","1","0","0","3369.92","3","225.76","225.76","0.588","0.588","49.95","","0","0","1","0","0","","","","","","","0.000003369","0.000003369","","","","","","2026-07-21T19:00:31.938Z","2026-07-21T19:01:31.823Z","","","","",""
"hh","CD44cUjBotpMtCk3VdgMmWdoiRvb7WtJp1y8ivH4pump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000001236","","","","","","2026-07-21T19:00:37.920Z",""
"Fmashine","55zR1f5LDKSUkba1anojXYdYteHi2F1YM7D5ErExpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.58e-7","","","","","","2026-07-21T19:00:37.965Z",""
"miyabi ","H3YUUtGF7GHf7km3LbgMmM6h6vWJrMkL6u8z6bJNpump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.558e-9","","","","","","2026-07-21T19:00:43.931Z",""
"Ansemothy","Eg8AbS1N1j4wi7Gx5fQt7nZw7ezTt9F5BK1Bgzi2pump","73","5.925925924","","","","","","","0","0","-33.2","-1.7","0","922","5.925925924","0","0","0","0","0","3459.25","3","775.48","775.48","0.656","0.656","10.89","","0","0","1","0","0","","","","","","","0.000003227","0.000003459","","","","","","2026-07-21T19:00:49.990Z","2026-07-21T19:02:25.983Z","","","","",""
